Date,GLD,^GSPC,^IXIC,^VIX
2009-09-30,0.0583511441028417,0.03572334572311964,0.05642432778271278,-0.015378685698207328
2009-10-31,0.03722812708124823,-0.019762000526814205,-0.036425372626138874,0.19836000791240593
2009-11-30,0.12786502259277088,0.05736406145372763,0.04864780526098933,-0.20136853038883618
2009-12-31,-0.07203391451937646,0.017770570919338313,0.05807600439056948,-0.11546307210439233
2010-01-31,-0.012580360682460823,-0.03697424569226215,-0.053676403027272834,0.1356088788133336
2010-02-28,0.03274821867388655,0.028513689046546054,0.04233585953617891,-0.20796103430973
2010-03-31,-0.004386396377547008,0.058796425545497355,0.07135004444304838,-0.09794871012369788
2010-04-30,0.058834362933984474,0.014759230482012997,0.0263682386273163,0.2535531009541514
2010-05-31,0.030513146883171416,-0.08197584207319053,-0.08294764207719163,0.45442180519092945
2010-06-30,0.023553189068376224,-0.05388244223983851,-0.06548401723946207,0.07701905968841527
2010-07-31,-0.050871157346166984,0.06877784957463517,0.06896321026102714,-0.31962943320491777
2010-08-31,0.05706125282865315,-0.04744918363260475,-0.06238964160259419,0.10851060583236372
2010-09-30,0.047755584400488216,0.08755110305113556,0.12042879446480792,-0.09021107650467108
2010-10-31,0.03682269814892791,0.03685599403554063,0.05859521073673646,-0.10548522867177879
2010-11-30,0.021112978094167678,-0.002290249746576656,-0.0036611212216602906,0.11037736171587964
2010-12-31,0.024368653791006833,0.06530004034715509,0.06189988028633553,-0.24596434538403822
2011-01-31,-0.06379762129208244,0.022645574359139164,0.017795805618840754,0.100281728825099
2011-02-28,0.05998312803425154,0.03195656372809341,0.030439816238089,-0.060419880373207446
2011-03-31,0.01598138086384293,-0.0010473129391664893,-0.00043128494482980173,-0.0332425393825907
2011-04-30,0.08944654978008071,0.028495380666536008,0.0332497809944341,-0.1685456487990531
2011-05-31,-0.017916885312225905,-0.01350095289522324,-0.013307623946263503,0.04745761418746697
2011-06-30,-0.024325042799353547,-0.018257461652479323,-0.021789591307068035,0.06925570625941835
2011-07-31,0.08417803620638908,-0.02147442530666621,-0.0061799217593702105,0.5284503208432789
2011-08-31,0.12274943937515781,-0.05679110795232889,-0.06418560916736848,0.25227726095973857
2011-09-30,-0.11062347246832638,-0.07176198808089651,-0.06360248310817851,0.3586337110772255
2011-10-31,0.0587118747477946,0.10772303843744147,0.11137286604367036,-0.3026070827990004
2011-11-30,0.016672693952307194,-0.005058715107011391,-0.0238673773069199,-0.07209612528097742
2011-12-31,-0.10662433944055594,0.008532763666636134,-0.005797028262504278,-0.15827337191666446
2012-01-31,0.11395480912860867,0.043583062704985354,0.08010678593163667,-0.16923073286448964
2012-02-29,-0.029649780549572347,0.04058946376811723,0.05439179196648403,-0.05195474285673918
2012-03-31,-0.013208340481005276,0.03133231453144192,0.0420238634716934,-0.15897993796304688
2012-04-30,-0.0014803247076433657,-0.007497452372495994,-0.014623624869512297,0.10645158829227563
2012-05-31,-0.06338034010471139,-0.06265072571454366,-0.07189564326215059,0.40291545195989253
2012-06-30,0.02354575543588089,0.03955498222833631,0.03809586310427138,-0.29010805058897515
2012-07-31,0.008376847936764742,0.012597574204787909,0.001522962344342238,0.10831384014832657
2012-08-31,0.04939609851235338,0.019763369506085704,0.04335399676120333,-0.07712630577306967
2012-09-30,0.046705627280061,0.024236153617775313,0.016064774290757144,-0.09959930392144123
2012-10-31,-0.029437416816341377,-0.01978940971629395,-0.04460518025665461,0.18245396838869654
2012-11-30,-0.004675410721908135,0.0028467166850427716,0.011087490715254722,-0.14677421720003891
2012-12-31,-0.02426979045607558,0.007068230956284616,0.003079495176903979,0.13547577742334993
2013-01-31,-0.005061148639644464,0.050428096466868855,0.040609195747091764,-0.2075472047605389
2013-02-28,-0.05086846838387371,0.011060648765041536,0.005747712305763875,0.08613449011982044
2013-03-31,0.009477104236877087,0.03598772398287298,0.033963173136751124,-0.1811734608735902
2013-04-30,-0.0756231330952718,0.018085767779890016,0.018751230035321864,0.06456698116643378
2013-05-31,-0.06198785346133606,0.020762811683057825,0.03818801172653008,0.20562120452447918
2013-06-30,-0.11058839427335088,-0.014999301595580827,-0.015237640288265797,0.0343559140799079
2013-07-31,0.0743010530498811,0.04946207991308538,0.06556089537574383,-0.2022538954709635
2013-08-31,0.052047484216675155,-0.031298019479343964,-0.010065161255053634,0.2646840498216487
2013-09-30,-0.047838379698351585,0.029749523259195332,0.050589535931047314,-0.024103459253101978
2013-10-31,-0.003432632525768975,0.04459575276194472,0.03930286816750561,-0.17168676602267607
2013-11-30,-0.05511195422936577,0.028049471367328715,0.03576283271915792,-0.003636377507990063
2013-12-31,-0.03794527189279151,0.023562791975445974,0.028744609893291306,0.0014598874483302549
2014-01-31,0.034188714238774454,-0.035582905955811595,-0.017408930169742654,0.3418366974564908
2014-02-28,0.0627030280482701,0.0431170301781616,0.04976759559420363,-0.23954371993283974
2014-03-31,-0.031421423365686874,0.006932165418227054,-0.025331207079654083,-0.008571420397077256
2014-04-30,0.0049348807324614,0.006200789153414155,-0.020107256999566947,-0.03386169042893705
2014-05-31,-0.03051039187154414,0.02103028007328045,0.031123633333843603,-0.14988816195025756
2014-06-30,0.06319017654797743,0.019058331749470137,0.03902306924040655,0.014912287893204645
2014-07-31,-0.03631673024297155,-0.015079830845342368,-0.00871338164919555,0.46499578306142486
2014-08-31,0.0038090706137288155,0.037655295579825276,0.048171871530799715,-0.2867256868198952
2014-09-30,-0.061763293138879294,-0.015513837249453988,-0.018968288428853675,0.34904873946185955
2014-10-31,-0.03054810644807593,0.023201460667203078,0.030567142731244834,-0.1397915271384379
2014-11-30,-0.00488197260677703,0.02453358864631494,0.03474382934356379,-0.0498930735985762
2014-12-31,0.013112132840068735,-0.004188587515997044,-0.011599409696555374,0.44036015550114116
2015-01-31,0.08689905756357263,-0.031040805838410623,-0.02128558069907205,0.09218742083758436
2015-02-28,-0.05905219494812319,0.0548925108906233,0.07082471116527045,-0.36385309540318045
2015-03-31,-0.021522037888980217,-0.017396107114219572,-0.012622046216204552,0.1461768955742364
2015-04-30,-0.0016716737223684275,0.008520819822535275,0.008271991975292936,-0.04839763067131375
2015-05-31,0.005552104050766671,0.010491382304589791,0.026026904273387386,-0.04879725284121206
2015-06-30,-0.015162101232906178,-0.021011671979729973,-0.01640220501509093,0.3171964841942265
2015-07-31,-0.06620986259282224,0.019742029435184882,0.028356396827215136,-0.3351618107571117
2015-08-31,0.03707232801234017,-0.06258081825586559,-0.06859415520764767,1.3457096182855564
2015-09-30,-0.01801138660144541,-0.026442831280001466,-0.03273302412154533,-0.13823426883538625
2015-10-31,0.022833636790845047,0.08298311781266654,0.0938473622312539,-0.38489797163982775
2015-11-30,-0.06752062833262484,0.0005048691103348713,0.010867162379421202,0.07033838668931347
2015-12-31,-0.004513334897339294,-0.017530185032692547,-0.019821160335963817,0.12895226484358968
2016-01-31,0.05410997351969926,-0.0507353220469523,-0.07857554078057749,0.109280712713689
2016-02-29,0.10930343875618398,-0.0041283603090035426,-0.01213710543665869,0.017326656480292302
2016-03-31,-0.008428860461434318,0.06599111444005845,0.0684298618849577,-0.3211678672908539
2016-04-30,0.051088083708025867,0.0026993982833325436,-0.019403109434616095,0.1254480303890546
2016-05-31,-0.06138296703293311,0.015324602525288444,0.036162707387583426,-0.09617835969594923
2016-06-30,0.08969501879279118,0.0009109212401243738,-0.021297255883048982,0.10147995607049332
2016-07-31,0.01984656031160892,0.035609800753315435,0.06596773393421995,-0.24056303271603208
2016-08-31,-0.03256316550912575,-0.0012192428990193127,0.009897141914494867,0.13058131471598222
2016-09-30,0.006892135107908315,-0.0012344511393173052,0.018947940252934448,-0.009687042749765618
2016-10-31,-0.02944919584699579,-0.01942567890903446,-0.02312873932252446,0.28367189728446807
2016-11-30,-0.08356570639157301,0.034174521829295035,0.025927231779786508,-0.21864007379851846
2016-12-31,-0.019149882681417818,0.01820076244186586,0.011165197653431047,0.05326331899554693
2017-01-31,0.05419215772584596,0.01788435819838252,0.043036364939231575,-0.14601140999321627
2017-02-28,0.031847686784806095,0.03719816006681631,0.03751696873404775,0.07756466413085272
2017-03-31,-0.00427746474772539,-0.0003891971352694146,0.014814382061574705,-0.04256967395410638
2017-04-30,0.01726748147982482,0.009091208748854607,0.02298301743980713,-0.12530316936739472
2017-05-31,-0.0012419798017191397,0.011576251246328662,0.024953685780273016,-0.037892778093906454
2017-06-30,-0.02155534773928114,0.004813775207812565,-0.009373220941963467,0.07396738415467818
2017-07-31,0.02313170169958645,0.019348826001101882,0.03382508003606999,-0.0822898077979507
2017-08-31,0.04198757511241591,0.000546433019853243,0.01268722670266409,0.032163734536487354
2017-09-30,-0.03369891808976022,0.019302978562167672,0.010468714016881098,-0.10198299415908263
2017-10-31,-0.007484813689786707,0.02218813506615125,0.035669856700295766,0.07045216195254733
2017-11-30,0.003563440057186007,0.028082627806563343,0.021746056906426947,0.10805495037521173
2017-12-31,0.021057003170010358,0.009831630594270502,0.004279902437090977,-0.02127657595741339
2018-01-31,0.03234937283169237,0.05617870412552817,0.07360004775733286,0.2264492761447785
2018-02-28,-0.020759902030566435,-0.0389473718793677,-0.018683207025945725,0.46602662019159546
2018-03-31,0.006320007324218668,-0.02688449860055664,-0.028813321728640817,0.006045286124870097
2018-04-30,-0.009539745360543916,0.0027187749953683227,0.000399213435471113,-0.20230341247318184
2018-05-31,-0.011959209467577336,0.0216083418545836,0.05318932005391752,-0.0313873189216165
2018-06-30,-0.03614944763120931,0.00484243626760783,0.009161325862309111,0.04277380650412055
2018-07-31,-0.022418909632539674,0.03602155617289915,0.021502501707615806,-0.2026103292707242
2018-08-31,-0.021381117106768266,0.030263211276748248,0.05705969503481012,0.002338248881495364
2018-09-30,-0.006607347245927042,0.0042942874264617625,-0.007792049993202155,-0.057542752011967346
2018-10-31,0.02119545356837582,-0.0694033560936963,-0.09202311437184163,0.751650143786863
2018-11-30,0.003386881324189961,0.01785935665477978,0.0033726354108472023,-0.1488459687022321
2018-12-31,0.04942010593064916,-0.09177689467997252,-0.094844343009027,0.40675154983953776
2019-01-31,0.028865979381443196,0.07868440166582613,0.09742776041862511,-0.3481510761175416
2019-02-28,-0.006092201492829408,0.029728889343927145,0.03444088126040867,-0.10802655370067082
2019-03-31,-0.01596899557748621,0.01792425624958849,0.026125358236259277,-0.07239510921216497
2019-04-30,-0.006638842503124187,0.03931349831373798,0.047361258276953366,-0.04303429255625546
2019-05-31,0.017574298155486723,-0.0657777313668354,-0.07933406834365553,0.4260670158287405
2019-06-30,0.08002914919848991,0.0689301639982407,0.07420893706395515,-0.19401386095091377
2019-07-31,7.514839229982861e-05,0.013128152166957952,0.02113097815546716,0.06896557830165784
2019-08-31,0.0791231345612986,-0.018091627240523933,-0.025997446136534985,0.17741926514309903
2019-09-30,-0.0339478600543478,0.017181177931020697,0.004578740540366111,-0.14436247825089898
2019-10-31,0.02563546974700759,0.020431770513684056,0.03663058621536641,-0.1859605632175093
2019-11-30,-0.03208588289288572,0.034047037714499906,0.04499435132841234,-0.045385807061301686
2019-12-31,0.03655877893383952,0.02858981890573009,0.035442958374321654,0.09191757986776872
2020-01-31,0.04499655849690343,-0.0016280928190489652,0.019876159427214546,0.36719887646367044
2020-02-29,-0.006361728631845698,-0.08411048363840312,-0.06377162183318119,1.1289809068734002
2020-03-31,0.030597069259556964,-0.11088208447843206,-0.0925861966967465,0.4230865360875491
